	gene_h	gene_t	onco	chem_emb
21504	COG6	STXBP4	1	"[-4.3582678e-01  1.2795392e+02 -1.5748031e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5129013e+00  7.3567303e+02
  2.6457316e-01  0.0000000e+00  0.0000000e+00  6.4552978e-02
  7.2498687e-02  8.6294830e-01  4.4989124e+01  3.2457065e-02
  8.2440948e+00  3.8295105e+00  0.0000000e+00  0.0000000e+00]"
21563	COL3A1	GULP1	1	"[-8.1340873e-01  1.1407519e+02  3.2310179e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  5.5997391e+00  9.3191339e+02
  1.8713588e-01  0.0000000e+00  0.0000000e+00  2.5865111e-01
  3.1007904e-01  4.3126982e-01  6.2452248e+01  5.1440517e-03
  6.3683362e+00  4.6855607e+00  0.0000000e+00  0.0000000e+00]"
21570	COL4A1	ZNF675	1	"[-2.0609757e-01  1.2972437e+02  2.1341464e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.8373861e+00  7.7094354e+02
  2.3113684e-01  0.0000000e+00  0.0000000e+00  6.8907514e-02
  2.9524529e-01  6.3584721e-01  3.0487354e+01  4.5880429e-02
  7.5243902e+00  7.3920393e+00  0.0000000e+00  0.0000000e+00]"
21582	COL5A1	DNPEP	1	"[-7.3477364e-01  1.2100709e+02 -3.6008231e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.7921162e+00  9.2276624e+02
  2.2733235e-01  0.0000000e+00  0.0000000e+00  1.6485643e-01
  3.4221673e-01  4.9292681e-01  5.5973614e+01  7.4175685e-03
  7.2098765e+00  8.8786669e+00  0.0000000e+00  0.0000000e+00]"
21584	COL5A2	AP5Z1	1	"[-6.12094760e-01  1.16703606e+02  1.05985040e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  6.49896717e+00  9.32788025e+02
  1.82471797e-01  0.00000000e+00  0.00000000e+00  1.89539060e-01
  3.51704150e-01  4.58756775e-01  5.62660751e+01  8.37992318e-03
  6.72069836e+00  6.36384058e+00  0.00000000e+00  0.00000000e+00]"
21606	COLEC11	PINX1	1	"[-1.0613514e+00  1.2930133e+02  6.4864866e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.3605347e+00  7.3946411e+02
  3.3182451e-01  0.0000000e+00  0.0000000e+00  1.4451663e-01
  3.3900639e-01  5.1647699e-01  6.2194073e+01  1.8100804e-02
  6.6972971e+00  3.8918626e+00  0.0000000e+00  0.0000000e+00]"
21637	COMMD9	CD59	1	"[-6.4383559e-02  1.2873080e+02  1.7123288e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.9609299e+00  6.1153247e+02
  2.4280822e-01  0.0000000e+00  0.0000000e+00  2.0063083e-01
  2.8724328e-01  5.1212591e-01  1.8831448e+01  5.8735222e-02
  8.5753422e+00  3.2804914e+00  0.0000000e+00  0.0000000e+00]"
21642	COPA	STAC2	1	"[ 8.55036750e-02  1.26584496e+02 -1.96560193e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.63050365e+00  1.09441943e+03
  1.76952586e-01  0.00000000e+00  0.00000000e+00  2.50398248e-01
  2.93343395e-01  4.56258327e-01  2.12639713e+01  2.46002097e-02
  1.00122852e+01  6.86438084e+00  0.00000000e+00  0.00000000e+00]"
21644	COPE	TMED1	1	"[-2.8596491e-01  1.2461190e+02  8.5964911e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.5071964e+00  8.7017218e+02
  1.7128119e-01  0.0000000e+00  0.0000000e+00  6.0554609e-02
  2.1728902e-01  7.2215641e-01  4.0824272e+01  2.1532780e-02
  6.1368423e+00  2.9072647e+00  0.0000000e+00  0.0000000e+00]"
21647	COPG2	CEP41	1	"[-5.9310341e-01  1.2875746e+02  2.1551725e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.5377045e+00  7.6183734e+02
  2.5097510e-01  0.0000000e+00  0.0000000e+00  1.4232273e-01
  1.9907783e-01  6.5859938e-01  3.4032692e+01  2.5829040e-02
  8.9885054e+00  9.8903570e+00  0.0000000e+00  0.0000000e+00]"
21649	COPS2	RTKN2	1	"[-6.3097823e-01  1.3550595e+02 -4.0760871e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5311117e+00  5.5483521e+02
  2.8658083e-01  0.0000000e+00  0.0000000e+00  5.4104589e-02
  1.3387620e-01  8.1201917e-01  2.7431686e+01  4.3301038e-02
  7.9673915e+00  7.1246138e+00  0.0000000e+00  0.0000000e+00]"
21655	COPS7A	CLSTN3	1	"[-5.7475734e-01  1.2989804e+02  3.6407769e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0317116e+01  7.0651874e+02
  2.8525338e-01  0.0000000e+00  0.0000000e+00  2.1474779e-02
  2.7567735e-02  9.5095748e-01  4.9068604e+01  4.1191440e-02
  8.4854364e+00  5.4900308e+00  0.0000000e+00  0.0000000e+00]"
21669	COPZ1	GNPTAB	1	"[-4.7595766e-01  1.3230731e+02  1.0187449e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5885000e+00  6.6402167e+02
  2.5499400e-01  0.0000000e+00  0.0000000e+00  1.6034929e-01
  2.3916225e-01  6.0048848e-01  4.4428753e+01  7.7029401e-03
  9.4515076e+00  8.4941797e+00  0.0000000e+00  0.0000000e+00]"
21681	COQ10A	USP5	1	"[-4.2084506e-01  1.2916074e+02 -5.1643192e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8039255e+00  8.2390173e+02
  2.5725713e-01  0.0000000e+00  0.0000000e+00  2.1033427e-01
  3.6045638e-01  4.2920932e-01  4.1178226e+01  9.2018778e-03
  9.8000002e+00  1.0519173e+01  0.0000000e+00  0.0000000e+00]"
21687	COQ4	ZNF79	1	"[-9.8351645e-01  1.3060933e+02  8.3791211e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.4594522e+00  7.6389313e+02
  2.5122416e-01  0.0000000e+00  0.0000000e+00  8.3879925e-02
  2.3101430e-01  6.8510574e-01  3.8279423e+01  2.4317715e-02
  8.8516483e+00  6.7492809e+00  0.0000000e+00  0.0000000e+00]"
21704	CORO1C	C12orf42	1	"[-4.0833342e-01  1.3319095e+02  6.9444448e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.9797897e+00  8.7415326e+02
  2.6437452e-01  0.0000000e+00  0.0000000e+00  3.7513770e-02
  5.8337934e-02  9.0414822e-01  3.2180019e+01  6.0474537e-02
  8.7083330e+00  1.1284965e+01  0.0000000e+00  0.0000000e+00]"
21716	CORO2B	SLC22A23	1	"[5.8212054e-01 1.2867961e+02 3.2224532e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 9.2313881e+00 7.7271039e+02 1.5781358e-01 0.0000000e+00 0.0000000e+00
 1.3803908e-01 2.5982651e-01 6.0213441e-01 2.6089146e+01 2.1987284e-02
 1.0575884e+01 8.8739176e+00 0.0000000e+00 0.0000000e+00]"
21718	CORO6	SLC20A2	1	"[2.4226414e-01 1.2788564e+02 2.8301887e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 9.6624489e+00 8.7601874e+02 1.8764293e-01 0.0000000e+00 0.0000000e+00
 1.6112937e-01 3.3131218e-01 5.0755847e-01 2.2785095e+01 3.6838733e-02
 9.7622643e+00 1.1492510e+01 0.0000000e+00 0.0000000e+00]"
21724	COX10	INPP5K	1	"[-3.4038004e-01  1.3065082e+02  1.4251782e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.9415560e+00  7.6324609e+02
  2.2360593e-01  0.0000000e+00  0.0000000e+00  4.8714250e-02
  1.2751439e-01  8.2377136e-01  4.1605717e+01  2.0384675e-02
  8.5819473e+00  9.7200546e+00  0.0000000e+00  0.0000000e+00]"
21728	COX6B1	LIG1	1	"[-5.2485549e-01  1.3119766e+02 -3.4682080e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1950903e+00  8.1345123e+02
  2.7850381e-01  0.0000000e+00  0.0000000e+00  1.7986116e-01
  3.4552199e-01  4.7461691e-01  2.5300505e+01  2.7799124e-02
  9.6184969e+00  9.4714251e+00  0.0000000e+00  0.0000000e+00]"
21732	CP	SOX5	1	"[-7.28678644e-01  1.27897896e+02  1.05105108e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.46577740e+00  7.30306702e+02
  2.42746502e-01  0.00000000e+00  0.00000000e+00  1.35230944e-01
  2.44990692e-01  6.19778395e-01  5.96940956e+01  1.07585061e-02
  7.16516495e+00  4.45388222e+00  0.00000000e+00  0.00000000e+00]"
21747	CPD	IGFBP4	1	"[-5.0203395e-01  1.2845027e+02 -1.5819209e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.6435480e+00  8.3601154e+02
  2.3843725e-01  0.0000000e+00  0.0000000e+00  1.3039015e-01
  4.0497050e-01  4.6463931e-01  3.5279564e+01  1.1788439e-02
  1.0432769e+01  1.2157522e+01  0.0000000e+00  0.0000000e+00]"
21768	CPEB2	LDB2	1	"[-7.1784234e-01  1.2117536e+02  2.1438451e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.0711908e+00  7.3252679e+02
  1.2246219e-01  0.0000000e+00  0.0000000e+00  2.7818194e-01
  3.4032357e-01  3.8149449e-01  6.7727913e+01  8.0251908e-03
  5.8022132e+00  2.5605490e+00  0.0000000e+00  0.0000000e+00]"
21784	CPEB4	NRCAM	1	"[-7.57042348e-01  1.26332718e+02  1.76056335e-03  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  7.45314264e+00  8.14675903e+02
  1.94882259e-01  0.00000000e+00  0.00000000e+00  1.06818534e-01
  2.42532715e-01  6.50648773e-01  6.71448975e+01  9.83187836e-03
  5.58450699e+00  1.80589712e+00  0.00000000e+00  0.00000000e+00]"
21795	CPED1	BCO2	1	"[-2.5065851e-01  1.3187943e+02  8.7796310e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4703398e+00  7.0891907e+02
  2.1433410e-01  0.0000000e+00  0.0000000e+00  1.5840778e-01
  2.7915597e-01  5.6243622e-01  3.8880508e+01  8.4643662e-03
  9.6409130e+00  9.2672529e+00  0.0000000e+00  0.0000000e+00]"
21832	CPNE8	PRMT8	1	"[-3.0470854e-01  1.3234349e+02  1.1210763e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4480448e+00  7.3601758e+02
  2.5561672e-01  0.0000000e+00  0.0000000e+00  7.8231730e-02
  4.2705807e-01  4.9471021e-01  3.2951801e+01  2.1757929e-02
  9.7040358e+00  1.0887489e+01  0.0000000e+00  0.0000000e+00]"
21859	CPSF6	CDK13	1	"[-6.7869413e-01  1.2808710e+02  1.5893470e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.5974131e+00  7.0914594e+02
  2.6393461e-01  0.0000000e+00  0.0000000e+00  2.2806436e-01
  3.3139446e-01  4.4054121e-01  5.7154453e+01  6.4241095e-03
  7.4776630e+00  8.7398272e+00  0.0000000e+00  0.0000000e+00]"
21882	CPT1A	ADAM2	1	"[-2.9150420e-01  1.3288452e+02  3.7604459e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1656876e+00  8.7538171e+02
  2.3010415e-01  0.0000000e+00  0.0000000e+00  1.3694608e-01
  3.5539231e-01  5.0766158e-01  3.2037270e+01  1.4168109e-02
  1.0172702e+01  7.9701324e+00  0.0000000e+00  0.0000000e+00]"
21897	CPT1B	SEC14L3	1	"[-3.8737866e-01  1.3189149e+02  4.6116505e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5448523e+00  8.0526666e+02
  2.5699219e-01  0.0000000e+00  0.0000000e+00  1.9714870e-01
  3.0977559e-01  4.9307570e-01  3.1841093e+01  2.3824112e-02
  9.8155336e+00  9.4792719e+00  0.0000000e+00  0.0000000e+00]"
21903	CPT2	SCP2	1	"[-2.98816592e-01  1.28513504e+02  1.67652853e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.80700779e+00  7.85915344e+02
  2.27754191e-01  0.00000000e+00  0.00000000e+00  1.22937195e-01
  2.53400683e-01  6.23662114e-01  3.50607605e+01  1.06438855e-02
  1.07928991e+01  7.95904112e+00  0.00000000e+00  0.00000000e+00]"
21905	CRADD	FNDC3B	1	"[-4.3021759e-01  1.2875414e+02 -7.2522159e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2906427e+00  7.8866101e+02
  2.2051188e-01  0.0000000e+00  0.0000000e+00  3.0062348e-02
  4.4344150e-02  9.2559355e-01  1.0722565e+02  7.9911379e-03
  9.9170027e+00  1.1100364e+01  0.0000000e+00  0.0000000e+00]"
21913	CRAMP1L	PICK1	1	"[-6.0562134e-01  1.2497254e+02  8.1360945e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.0307007e+00  7.6566779e+02
  2.3864582e-01  0.0000000e+00  0.0000000e+00  2.4789793e-02
  1.0036507e-01  8.7484509e-01  5.2948174e+01  8.1951786e-03
  1.1079882e+01  5.8381739e+00  0.0000000e+00  0.0000000e+00]"
21916	CRB3	RTP1	1	"[-4.3855935e-01  1.3481651e+02  0.0000000e+00  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8241663e+00  8.7910742e+02
  2.4680851e-01  0.0000000e+00  0.0000000e+00  1.4414419e-01
  1.7941098e-01  6.7644483e-01  2.6944563e+01  3.8638324e-02
  9.1186438e+00  7.8496933e+00  0.0000000e+00  0.0000000e+00]"
21924	CREB1	EMC2	1	"[-6.4115047e-01  1.3124268e+02 -1.3274336e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0938234e+00  7.4503156e+02
  2.5702962e-01  0.0000000e+00  0.0000000e+00  1.3608153e-01
  2.8163737e-01  5.8228111e-01  3.6944439e+01  1.9559089e-02
  8.8407078e+00  1.0076566e+01  0.0000000e+00  0.0000000e+00]"
21927	CREB3	TMEM8B	1	"[ 1.6412210e-01  1.2788243e+02 -3.5623409e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.5646019e+00  7.4901874e+02
  1.9260529e-01  0.0000000e+00  0.0000000e+00  7.4739978e-02
  1.3272174e-01  7.9253829e-01  3.1807280e+01  2.3159748e-02
  9.1017809e+00  8.3569613e+00  0.0000000e+00  0.0000000e+00]"
21935	CREB3L2	MACC1	0	"[-2.9281437e-01  1.3209221e+02 -2.9940119e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.6040440e+00  8.3899854e+02
  2.6415843e-01  0.0000000e+00  0.0000000e+00  8.6670049e-02
  1.8661207e-01  7.2671789e-01  2.0141476e+01  5.7047583e-02
  9.5269461e+00  4.0098119e+00  0.0000000e+00  0.0000000e+00]"
21989	CRIM1	FEZ2	1	"[-4.2323580e-01  1.2888242e+02 -4.2168673e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3184071e+00  6.2094183e+02
  2.6330495e-01  0.0000000e+00  0.0000000e+00  7.5959839e-02
  3.0097878e-01  6.2306136e-01  4.1477135e+01  1.5508308e-02
  9.0103273e+00  5.5826516e+00  0.0000000e+00  0.0000000e+00]"
21993	CRISPLD1	MSC	1	"[-4.0986845e-01  1.3185985e+02  4.4407893e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2524433e+00  1.0424270e+03
  2.1171780e-01  0.0000000e+00  0.0000000e+00  4.3417186e-02
  4.0655264e-01  5.5003017e-01  3.1231417e+01  3.0644044e-02
  9.3157892e+00  1.0982456e+01  0.0000000e+00  0.0000000e+00]"
22007	CRKL	GRAMD4	1	"[-3.4936482e-01  1.2982158e+02  2.7223231e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.9438133e+00  8.0937848e+02
  2.2925755e-01  0.0000000e+00  0.0000000e+00  1.4305229e-01
  2.9729056e-01  5.5965710e-01  3.3910679e+01  1.6610617e-02
  9.1524506e+00  8.2821712e+00  0.0000000e+00  0.0000000e+00]"
22052	CSDE1	ST7L	1	"[3.8860120e-02 1.2944920e+02 1.8134715e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 8.9037428e+00 7.8577814e+02 1.9367984e-01 0.0000000e+00 0.0000000e+00
 1.9271079e-02 6.9177389e-02 9.1155154e-01 3.8823658e+01 4.8189212e-02
 9.3005180e+00 4.5863018e+00 0.0000000e+00 0.0000000e+00]"
22059	CSGALNACT2	SLC16A9	1	"[-3.2395840e-01  1.3226736e+02 -4.3402776e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5616884e+00  7.6017822e+02
  2.4985179e-01  0.0000000e+00  0.0000000e+00  1.6524527e-02
  8.6928099e-02  8.9654738e-01  5.0392864e+01  2.7247299e-02
  7.8472223e+00  3.5793650e+00  0.0000000e+00  0.0000000e+00]"
22066	CSMD1	EIF3E	1	"[-1.9384621e-01  1.2736037e+02  1.3461539e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8432055e+00  8.7598816e+02
  1.8804203e-01  0.0000000e+00  0.0000000e+00  4.1687343e-02
  2.4755649e-01  7.1075618e-01  3.5441193e+01  3.1390533e-02
  8.1615381e+00  7.6726460e+00  0.0000000e+00  0.0000000e+00]"
22109	CSNK1G1	INTS2	1	"[ 2.5226334e-01  1.2928847e+02 -1.0288066e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.8781252e+00  5.6632166e+02
  1.7448050e-01  0.0000000e+00  0.0000000e+00  2.1065286e-01
  3.1252217e-01  4.7682494e-01  1.9680700e+01  3.8053144e-02
  9.2469139e+00  6.3767982e+00  0.0000000e+00  0.0000000e+00]"
22193	CTBP2	METTL10	1	"[-1.1946933e-02  1.2992564e+02  2.4336284e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.7783012e+00  8.8684796e+02
  2.0273845e-01  0.0000000e+00  0.0000000e+00  1.7695761e-01
  3.2526097e-01  4.9778140e-01  1.9037626e+01  4.1232672e-02
  9.3185844e+00  8.8047199e+00  0.0000000e+00  0.0000000e+00]"
22195	CTC1	STX8	1	"[-4.3548431e-02  1.2542417e+02  1.2903225e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.6418428e+00  1.0782654e+03
  1.0602856e-01  0.0000000e+00  0.0000000e+00  6.1444375e-03
  1.7512882e-02  9.7634262e-01  2.5869677e+01  1.3579604e-01
  8.4193544e+00  1.6573242e+00  0.0000000e+00  0.0000000e+00]"
22217	CTDSPL	PMEPA1	1	"[-6.3194031e-01  1.2690177e+02  2.9850746e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.0019407e+00  8.8840356e+02
  2.2515418e-01  0.0000000e+00  0.0000000e+00  1.3306133e-01
  2.8395012e-01  5.8298856e-01  5.9595417e+01  1.8079750e-02
  6.0567164e+00  2.5925820e+00  0.0000000e+00  0.0000000e+00]"
22257	CTNNA3	C14orf166B	1	"[-1.3303089e-01  1.2985680e+02 -9.9818511e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0233452e+01  5.9120184e+02
  2.3762746e-01  0.0000000e+00  0.0000000e+00  1.9214039e-01
  2.1602350e-01  5.9183609e-01  2.9948195e+01  2.0082278e-02
  1.1065336e+01  6.1920872e+00  0.0000000e+00  0.0000000e+00]"
22261	CTNNAL1	TLE1	1	"[-3.6863273e-01  1.2411674e+02  1.5415549e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.1032562e+00  7.6381024e+02
  1.9405735e-01  0.0000000e+00  0.0000000e+00  1.7799090e-01
  3.0992472e-01  5.1208436e-01  5.3512150e+01  1.1744496e-02
  8.7613945e+00  1.5314803e+01  0.0000000e+00  0.0000000e+00]"
22295	CTNND1	SMTNL1	1	"[-6.4908588e-01  1.2871205e+02  4.1133454e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.9075699e+00  8.1603369e+02
  2.7834538e-01  0.0000000e+00  0.0000000e+00  2.4137424e-01
  2.8133810e-01  4.7728762e-01  5.1348381e+01  7.9492927e-03
  8.6965265e+00  1.1580280e+01  0.0000000e+00  0.0000000e+00]"
22319	CTNND1	WDR5	0	"[-5.9805983e-01  1.2916879e+02  1.0913501e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0329895e+00  7.8592889e+02
  2.6666883e-01  0.0000000e+00  0.0000000e+00  2.1499322e-01
  2.7683988e-01  5.0816691e-01  4.3629086e+01  7.7109132e-03
  9.5383997e+00  1.4983355e+01  0.0000000e+00  0.0000000e+00]"
22413	CTSC	GRM5	1	"[-3.1884989e-01  1.1936899e+02 -1.4376997e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.8985858e+00  7.4591754e+02
  1.6726059e-01  0.0000000e+00  0.0000000e+00  4.5443945e-02
  3.2680556e-01  6.2775052e-01  5.5290375e+01  1.9628659e-02
  6.1437697e+00  3.8478537e+00  0.0000000e+00  0.0000000e+00]"
22419	CTSE	WBP2	0	"[-5.3146891e-02  1.2725802e+02  2.4475524e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2656565e+00  8.0245251e+02
  1.5027604e-01  0.0000000e+00  0.0000000e+00  1.7337228e-01
  2.1443985e-01  6.1218780e-01  2.2693569e+01  3.2837793e-02
  9.3916082e+00  1.0267158e+01  0.0000000e+00  0.0000000e+00]"
22543	CUTA	GRM4	1	"[2.82181799e-01 1.23963974e+02 5.45454547e-02 2.00000000e+00
 7.00000000e+01 4.50000000e+00 2.04199997e+02 1.00000000e+00
 2.00000000e+00 7.00000000e+01 7.97256422e+00 6.42333801e+02
 1.21101528e-01 0.00000000e+00 0.00000000e+00 7.34465346e-02
 2.24786535e-01 7.01766908e-01 4.98502235e+01 2.05884296e-02
 5.66181803e+00 1.87426674e+00 0.00000000e+00 0.00000000e+00]"
22629	CXorf23	SH3KBP1	0	"[-1.1719968e+00  1.3167627e+02  3.7743505e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.1988659e+00  7.2625775e+02
  3.3752635e-01  0.0000000e+00  0.0000000e+00  5.1492732e-02
  8.7425001e-02  8.6108226e-01  4.6822811e+01  8.6386828e-03
  1.0642858e+01  4.5027270e+00  0.0000000e+00  0.0000000e+00]"
22725	DAAM1	SYNCRIP	1	"[-9.8801255e-01  1.3139243e+02  3.9432175e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.9235268e+00  1.1226581e+03
  3.0619335e-01  0.0000000e+00  0.0000000e+00  3.8137157e-02
  4.1721171e-01  5.4465115e-01  4.4734993e+01  2.3873260e-02
  7.5678234e+00  7.8221259e+00  0.0000000e+00  0.0000000e+00]"
22731	DAB2IP	ATXN1	0	"[-8.4123719e-01  1.2465411e+02  4.8969071e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.6661663e+00  9.3105792e+02
  1.8282276e-01  0.0000000e+00  0.0000000e+00  1.8207929e-01
  3.2747608e-01  4.9044466e-01  2.7546822e+01  3.7198428e-02
  7.2164950e+00  7.4865661e+00  0.0000000e+00  0.0000000e+00]"
22738	DACH1	KLF12	1	"[-5.4545910e-03  1.1769089e+02  2.7272727e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.6771317e+00  7.4399353e+02
  1.0797822e-01  0.0000000e+00  0.0000000e+00  2.3047522e-01
  3.7418067e-01  3.9534405e-01  4.8358303e+01  1.7331759e-02
  6.6727271e+00  6.4915719e+00  0.0000000e+00  0.0000000e+00]"
